"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","RHAV","SNWD","TAVG","WDF2","WT02","WT05","WT18"
"USW00013880","2024-11-11",,,,,"3.80",,"0.0",,"  330",,,
"USW00013880","2024-11-12",,,,,"6.49",,"0.0",,"   30",,,
"USW00013880","2024-11-13",,,,,"10.74",,"0.0",,"   50",,,
"USW00013880","2024-11-14",,,,,"8.72",,"0.0",,"  320",,,
"USW00013880","2024-11-15",,,,,"10.51",,"0.0",,"  330",,,
"USW00013880","2024-11-16",,,,,"4.70",,"0.0",,"  340",,,
"USW00013880","2024-11-17",,,,,"2.68",,"0.0",,"  180",,,
"USW00013880","2024-11-18",,,,,"4.03",,"0.0",,"  240",,,
"USW00013880","2024-11-19",,,,,"5.37",,"0.0",,"  210",,,
"USW00013880","2024-11-20",,,,,"6.49",,"0.0",,"  290",,,
"USW00013880","2024-11-21",,,,,"10.51",,"0.0",,"  320",,,
"USW00013880","2024-11-22",,,,,"9.40",,"0.0",,"  310",,,
"USW00013880","2024-11-23",,,,,"4.92",,"0.0",,"  280",,,
"USW00013880","2024-11-24",,,,,"4.92",,"0.0",,"  240",,,
"USW00013880","2024-11-25",,,,,"4.70",,"0.0",,"  250",,,
"USW00013880","2024-11-26",,,,,"6.93",,"0.0",,"  230","    1",,
"USW00013880","2024-11-27",,,,,"4.25",,,,"  180","    1",,
"USW00013880","2024-11-28",,,,,"10.51",,"0.0",,"  220",,,
"USW00013880","2024-11-29",,,,,"7.61",,"0.0",,"   10",,,
"USW00013880","2024-11-30",,,,,"4.92",,"0.0",,"  310",,,
"USW00013880","2024-12-01",,,,,"2.01",,"0.0",,"  280",,,
"USW00013880","2024-12-02",,,,,"4.70",,"0.0",,"   30",,,
"USW00013880","2024-12-03",,,,,"8.50",,"0.0",,"  350",,,
"USW00013880","2024-12-04",,,,,"4.70",,"0.0",,"  190",,,
"USW00013880","2024-12-05",,,,,"12.08",,"0.0",,"  260",,,
"USW00013880","2024-12-06",,,,,"8.72",,"0.0",,"   20",,,
"USW00013880","2024-12-07",,,,,"2.91",,"0.0",,"  200",,,
"USW00013880","2024-12-08",,,,,"5.82",,"0.0",,"  260",,,
"USW00013880","2024-12-09",,,,,"6.71",,"0.0",,"  210",,,
"USW00013880","2024-12-10",,,,,"10.29",,"0.0",,"  210",,,
"USW00013880","2024-12-11",,,,,"16.11",,"0.0",,"  270",,,
"USW00013880","2024-12-12",,,,,"4.25",,"0.0",,"   10",,,
"USW00013880","2024-12-13",,,,,"6.49",,"0.0",,"   50",,,
"USW00013880","2024-12-14",,,,,"12.30",,"0.0",,"   60",,,
"USW00013880","2024-12-15",,,,,"8.05",,"0.0",,"   40",,,
"USW00013880","2024-12-16",,,,,"4.25",,"0.0",,"   60",,,
"USW00013880","2024-12-17",,,,,"2.91",,"0.0",,"  260",,,
"USW00013880","2024-12-18",,,,,"4.25",,"0.0",,"  160",,,
"USW00013880","2024-12-19",,,,,"6.04",,"0.0",,"   70",,,
"USW00013880","2024-12-20",,,,,"7.61",,"0.0",,"  280",,,
"USW00013880","2024-12-21",,,,,"8.05",,"0.0",,"  360",,,
"USW00013880","2024-12-22",,,,,"9.84",,"0.0",,"   10",,,
"USW00013880","2024-12-23",,,,,"10.29",,"0.0",,"   20",,,
"USW00013880","2024-12-24",,,,,"7.38",,"0.0",,"  330",,,
"USW00013880","2024-12-25",,,,,"7.61",,"0.0",,"   40",,,
"USW00013880","2024-12-26",,,,,"9.17",,"0.0",,"   20",,,
"USW00013880","2024-12-27",,,,,"7.16",,"0.0",,"   30",,,
"USW00013880","2024-12-28",,,,,"5.59",,"0.0",,"  150",,,
"USW00013880","2024-12-29",,,,,"8.95",,"0.0",,"  190",,,
"USW00013880","2024-12-30",,,,,"5.59",,"0.0",,"  260",,,
"USW00013880","2024-12-31","52","29.84","29.78","55","6.49","   80","0.0",,"  190",,,
"USW00093846","2024-01-01","29","30.09","29.23","37","6.71","   58",,,"   40",,,
"USW00093846","2024-01-02","23","30.21","29.38","32","2.46","   61",,,"  260",,,
"USW00093846","2024-01-03","28","30.08","29.24","33","2.91","   71",,,"  250",,,
"USW00093846","2024-01-04","24","30.12","29.24","34","4.92","   55",,,"   50",,,
"USW00093846","2024-01-05","22","30.25","29.41","32","6.71","   52",,,"   60",,,
"USW00093846","2024-01-06","38","29.80","29.00","41","9.62","   83",,,"   70",,,
"USW00093846","2024-01-07","32","30.01","29.13","39","12.30","   63",,,"  260",,,
"USW00093846","2024-01-08","27","30.29","29.46","34","8.95","   64",,,"   70",,,
"USW00093846","2024-01-09","42","29.57","28.73","45","14.32","   82",,,"  260","    1",,
"USW00093846","2024-01-10","28","29.79","28.92","36","13.65","   58",,,"  250",,,
"USW00093846","2024-01-11","31","30.00","29.15","37","4.70","   65",,,"  250",,,
"USW00093846","2024-01-12","39","29.79","29.02","41","5.14","   89",,,"   80",,,
"USW00093846","2024-01-13","27","29.85","28.96","36","14.99","   59",,,"  250",,,
"USW00093846","2024-01-14","27","30.11","29.27","36","7.83","   58",,,"  260",,,
"USW00093846","2024-01-15","31","30.05","29.23","40","4.03","   56",,,"  220",,,
"USW00093846","2024-01-16","28","29.90","29.05","35","6.93","   66",,,"  250",,,
"USW00093846","2024-01-17","11","30.23","29.36","23","4.03","   50",,,"  250",,,
"USW00093846","2024-01-18","14","30.15","29.34","29","3.13","   46",,,"  210",,,
"USW00093846","2024-01-19","25","29.99","29.13","34","12.97","   57",,,"  260",,,
"USW00093846","2024-01-20","8","30.31","29.42","22","8.05","   44",,,"  300",,,
"USW00093846","2024-01-21","7","30.57","29.69","21","2.46","   46",,,"  250",,,
"USW00093846","2024-01-22","15","30.58","29.73","28","1.12","   49",,,"   20",,,
"USW00093846","2024-01-23","34","30.47","29.61","41","5.59","   68",,,"   70",,,
"USW00093846","2024-01-24","51","30.31","29.49","51","5.14","   94",,,"   60","    1",,
"USW00093846","2024-01-25","62","30.13","29.32","63","6.49","   93",,,"  180","    1",,
"USW00093846","2024-01-26","59","30.09","29.27","61","7.83","   85",,,"  240",,,
"USW00093846","2024-01-27","56","30.00","29.21","57","4.25","   95",,,"  200","    1",,
"USW00093846","2024-01-28","38","29.85","29.02","44","16.33","   64",,,"  280",,,
"USW00093846","2024-01-29","33","30.04","29.19","41","6.26","   58",,,"  290",,,
"USW00093846","2024-01-30","31","30.06","29.24","38","3.13","   64",,,"  100",,,
"USW00093846","2024-01-31","34","30.02","29.18","41","3.80","   63",,,"   40",,,
"USW00093846","2024-02-01","32","30.09","29.26","39","2.01","   65",,,"  250",,,
"USW00093846","2024-02-02","36","29.91","29.09","44","4.47","   59",,,"   70",,,
"USW00093846","2024-02-03","31","30.00","29.17","41","8.28","   52",,,"   80",,,
"USW00093846","2024-02-04","28","29.87","29.04","38","12.53","   52",,,"   60",,,
"USW00093846","2024-02-05","26","29.78","28.96","40","11.86","   40",,,"   50",,,
"USW00093846","2024-02-06","26","30.00","29.15","38","8.05","   44",,,"   70",,,
"USW00093846","2024-02-07","24","30.26","29.40","35","3.80","   51",,,"   80",,,
"USW00093846","2024-02-08","28","30.29","29.45","37","2.01","   59",,,"  220",,,
"USW00093846","2024-02-09","39","30.17","29.34","44","2.91","   69",,,"  320",,,
"USW00093846","2024-02-10","50","30.03","29.23","53","5.14","   80",,,"  240",,,
"USW00093846","2024-02-11","57","29.86","29.05","59","7.61","   85",,,"  170",,,
"USW00093846","2024-02-12","55","29.73","28.95","56","8.95","   92",,,"  260",,,
"USW00093846","2024-02-13","31","29.86","28.98","42","11.63","   49",,,"  250",,,
"USW00093846","2024-02-14","30","30.19","29.34","40","3.36","   55",,,"  190",,,
"USW00093846","2024-02-15","33","30.14","29.32","43","6.71","   52",,,"  220",,,
"USW00093846","2024-02-16","40","29.95","29.15","47","4.70","   62",,,"  200",,,
"USW00093846","2024-02-17","31","29.89","29.05","42","7.61","   50",,,"  290",,,
"USW00093846","2024-02-18","21","30.06","29.23","33","2.46","   50",,,"  230",,,
"USW00093846","2024-02-19","22","30.13","29.28","34","3.58","   48",,,"   70",,,
"USW00093846","2024-02-20","25","30.26","29.41","37","2.01","   51",,,"  240",,,
"USW00093846","2024-02-21","28","30.27","29.44","39","4.03","   50",,,"  240",,,
"USW00093846","2024-02-22","34","29.95","29.18","44","8.28","   52",,,"  220",,,
"USW00093846","2024-02-23","43","29.62","28.80","50","9.84","   62",,,"  310",,,
"USW00093846","2024-02-24","27","29.85","29.00","41","10.96","   42","0.0",,"  310",,,
"USW00093846","2024-02-25","26","30.14","29.29","36","4.25","   53",,,"  260",,,
"USW00093846","2024-02-26","32","30.09","29.26","44","6.93","   48",,,"  230",,,
"USW00093846","2024-02-27","49","29.96","29.15","54","8.95","   74",,,"  150",,,
"USW00093846","2024-02-28","49","29.94","29.10","55","13.42","   66",,,"  270",,,
"USW00093846","2024-02-29","20","30.38","29.52","36","4.25","   35",,,"   80",,,
"USW00093846","2024-03-01","34","30.35","29.53","39","9.40","   77",,,"   70",,,
"USW00093846","2024-03-02","49","30.15","29.32","51","5.14","   84",,,"  190",,,
"USW00093846","2024-03-03","51","30.16","29.33","53","3.13","   85",,,"   90","    1",,
"USW00093846","2024-03-04","50","30.15","29.33","54","2.24","   74",,,"   70","    1",,
"USW00093846","2024-03-05","52","30.04","29.23","55","4.03","   73",,,"  100",,,
"USW00093846","2024-03-06","54","29.81","29.00","55","6.49","   93",,,"   60","    1",,
"USW00093846","2024-03-07","51","29.93","29.10","56","3.80","   71",,,"  250","    1",,
"USW00093846","2024-03-08","51","30.06","29.24","54","8.50","   79",,,"  100",,,
"USW00093846","2024-03-09","52","29.77","28.97","54","9.17","   86",,,"  280",,,
"USW00093846","2024-03-10","27","29.93","29.07","42","13.20","   41",,,"  270",,,
"USW00093846","2024-03-11","23","30.18","29.35","39","4.70","   40",,,"  220",,,
"USW00093846","2024-03-12","29","30.07","29.26","43","3.13","   44",,,"  210",,,
"USW00093846","2024-03-13","35","30.00","29.18","47","3.36","   44",,,"  210",,,
"USW00093846","2024-03-14","46","30.06","29.24","53","4.92","   56",,,"  220",,,
"USW00093846","2024-03-15","54","29.94","29.15","58","6.26","   75",,,"  210",,,
"USW00093846","2024-03-16","51","29.86","29.05","57","7.83","   62",,,"  230",,,
"USW00093846","2024-03-17","46","29.77","28.97","53","9.40","   58",,,"  250",,,
"USW00093846","2024-03-18","27","29.88","29.03","41","10.51","   39",,,"  320",,,
"USW00093846","2024-03-19","18","30.03","29.21","36","9.62","   34",,,"  220",,,
"USW00093846","2024-03-20","31","29.94","29.11","46","8.95","   37",,,"  220",,,
"USW00093846","2024-03-21","38","30.06","29.23","49","3.36","   48",,,"  130",,,
"USW00093846","2024-03-22","50","29.99","29.21","53","9.62","   80",,,"   60",,,
"USW00093846","2024-03-23","46","29.78","28.95","52","7.16","   65",,,"  360",,,
"USW00093846","2024-03-24","27","30.10","29.27","40","9.40","   42",,,"   80",,,
"USW00093846","2024-03-25","31","30.19","29.37","43","10.29","   46",,,"   80",,,
"USW00093846","2024-03-26","46","29.98","29.17","49","8.95","   78",,,"   80",,,
"USW00093846","2024-03-27","52","29.93","29.11","55","5.37","   79",,,"   70",,,
"USW00093846","2024-03-28","36","29.98","29.14","49","5.82","   48",,,"  310",,,
"USW00093846","2024-03-29","31","30.11","29.29","44","5.82","   44",,,"  250",,,
"USW00093846","2024-03-30","38","30.01","29.20","49","8.72","   45",,,"  230",,,
"USW00093846","2024-03-31","49","29.96","29.15","57","7.61","   54",,,"  220",,,
"USW00093846","2024-04-01","58","29.93","29.13","62","10.29","   68",,,"  240",,,
"USW00093846","2024-04-02","60","29.76","28.96","65","11.18","   68",,,"  210",,,
"USW00093846","2024-04-03","45","29.48","28.68","54","14.09","   56",,,"  260",,,
"USW00093846","2024-04-04","31","29.69","28.84","43","13.20","   44",,,"  280",,,
"USW00093846","2024-04-05","31","29.92","29.08","43","9.40","   47",,,"  270",,,
"USW00093846","2024-04-06","32","30.05","29.23","42","4.25","   52",,,"  230",,,
"USW00093846","2024-04-07","36","30.11","29.28","47","5.14","   47",,,"  250",,,
"USW00093846","2024-04-08","48","30.15","29.33","54","4.70","   60",,,"  250",,,
"USW00093846","2024-04-09","55","30.14","29.33","57","5.59","   87",,,"  210",,,
"USW00093846","2024-04-10","59","29.97","29.18","61","6.71","   81",,,"  120",,,
"USW00093846","2024-04-11","59","29.57","28.79","62","14.76","   74",,,"  240",,,
"USW00093846","2024-04-12","38","29.89","29.03","49","16.33","   48",,,"  290",,,
"USW00093846","2024-04-13","34","30.11","29.28","49","9.84","   39",,,"  300",,,
"USW00093846","2024-04-14","44","30.06","29.25","54","6.49","   50",,,"  230",,,
"USW00093846","2024-04-15","52","30.00","29.18","59","6.93","   55",,,"  220",,,
"USW00093846","2024-04-16","55","30.08","29.26","61","3.58","   61",,,"  190",,,
"USW00093846","2024-04-17","57","30.07","29.28","62","5.37","   65",,,"  220",,,
"USW00093846","2024-04-18","54","30.02","29.22","61","1.57","   58",,,"  210",,,
"USW00093846","2024-04-19","60","29.96","29.16","65","7.38","   63",,,"  250",,,
"USW00093846","2024-04-20","59","29.95","29.15","65","7.16","   60",,,"  270",,,
"USW00093846","2024-04-21","50","29.96","29.15","53","4.92","   82",,,"   70",,,
"USW00093846","2024-04-22","39","30.11","29.28","47","4.92","   54",,,"   70",,,
"USW00093846","2024-04-23","42","30.15","29.32","50","7.16","   58",,,"  220",,,
"USW00093846","2024-04-24","48","30.04","29.23","55","7.61","   59",,,"  230",,,
"USW00093846","2024-04-25","46","30.11","29.29","54","3.36","   55",,,"   90",,,
"USW00093846","2024-04-26","52","30.23","29.39","56","8.50","   75",,,"   60",,,
"USW00093846","2024-04-27","56","30.32","29.50","60","5.14","   70",,,"  120",,,
"USW00093846","2024-04-28","57","30.24","29.43","61","4.70","   71",,,"  180",,,
"USW00093846","2024-04-29","55","30.11","29.31","59","3.13","   69",,,"  280",,,
"USW00093846","2024-04-30",,,,,"4.47","   76",,,"  240",,,
"USW00093846","2024-05-01","54","29.96","29.16","61","2.46","   62",,,"  350",,,
"USW00093846","2024-05-02","56","29.98","29.17","62","2.01","   60",,,"  150",,,
"USW00093846","2024-05-03","63","30.00","29.19","66","2.68","   78",,,"  310",,,
"USW00093846","2024-05-04","64","30.02","29.21","66","4.03","   87",,,"  310",,,
"USW00093846","2024-05-05","64","30.04","29.23","66","2.46","   83",,,"  190","    1",,
"USW00093846","2024-05-06","65","29.97","29.18","67","3.58","   81",,,"  190",,,
"USW00093846","2024-05-07","65","29.85","29.05","69","6.04","   73",,,"  230","    1",,
"USW00093846","2024-05-08","66","29.80","29.01","70","7.38","   71",,,"  230",,,
"USW00093846","2024-05-09","64","29.79","28.96","65","10.96","   87",,,"  320","    1",,
"USW00093846","2024-05-10","57","29.72","28.92","63","11.18","   61",,,"  280",,,
"USW00093846","2024-05-11","47","29.87","29.05","55","7.38","   52",,,"  240",,,
"USW00093846","2024-05-12","50","29.94","29.11","57","2.46","   57",,,"  260",,,
"USW00093846","2024-05-13","55","29.99","29.18","59","4.92","   75",,,"   70",,,
"USW00093846","2024-05-14","63","29.80","29.03","64","5.14","   88",,,"  260",,,
"USW00093846","2024-05-15","61","29.70","28.89","65","8.50","   70",,,"  250",,,
"USW00093846","2024-05-16","60","29.80","28.99","65","3.58","   65",,,"  280",,,
"USW00093846","2024-05-17","63","29.85","29.05","66","3.36","   79",,,"  210",,,
"USW00093846","2024-05-18","66","29.86","29.05","68","5.82","   82",,,"  200",,,
"USW00093846","2024-05-19","61","29.93","29.11","65","8.28","   77",,,"   60",,,
"USW00093846","2024-05-20","61","29.99","29.18","65","2.91","   68",,,"   70",,,
"USW00093846","2024-05-21","61","29.99","29.19","66","2.91","   65",,,"  220",,,
"USW00093846","2024-05-22","63","30.00","29.20","67","3.13","   68",,,"  240",,,
"USW00093846","2024-05-23","66","29.97","29.16","69","4.03","   73",,,"  230",,,
"USW00093846","2024-05-24","66","29.89","29.10","70","5.37","   72",,,"  240","    1",,
"USW00093846","2024-05-25","65","29.88","29.08","68","4.03","   74",,,"  310",,,
"USW00093846","2024-05-26","67","29.87","29.08","70","2.24","   76",,,"  210",,,
"USW00093846","2024-05-27","67","29.86","29.05","70","9.17","   80",,,"  220",,,
"USW00093846","2024-05-28","59","29.94","29.13","65","6.93","   58",,,"  280","    1",,
"USW00093846","2024-05-29","52","30.01","29.21","61","5.14","   52",,,"  300",,,
"USW00093846","2024-05-30","51","30.08","29.27","59","3.58","   55",,,"   40",,,
"USW00093846","2024-05-31","52","30.19","29.38","59","7.61","   55",,,"   90",,,
"USW00093846","2024-06-01","51","30.19","29.38","59","4.25","   54",,,"  180",,,
"USW00093846","2024-06-02","64","30.06","29.26","67","5.82","   77",,,"  180",,,
"USW00093846","2024-06-03","67","29.96","29.16","70","4.70","   76",,,"  220",,,
"USW00093846","2024-06-04","67","29.93","29.13","69","4.70","   80",,,"  290",,,
"USW00093846","2024-06-05","69","29.87","29.08","71","4.92","   84",,,"  280",,,
"USW00093846","2024-06-06","68","29.76","28.97","71","9.84","   73",,,"  220","    1",,
"USW00093846","2024-06-07","60","29.79","28.98","67","8.05","   55",,,"  250",,,
"USW00093846","2024-06-08","56","29.92","29.11","63","2.91","   58",,,"  250",,,
"USW00093846","2024-06-09","65","29.81","29.03","69","6.71","   66",,,"  270",,,
"USW00093846","2024-06-10","64","29.80","29.00","67","4.92","   75",,,"  210",,,
"USW00093846","2024-06-11","59","29.88","29.07","65","2.91","   62",,,"   70",,,
"USW00093846","2024-06-12","62","29.97","29.16","67","2.46","   64",,,"  120",,,
"USW00093846","2024-06-13","64","29.97","29.18","69","3.36","   65",,,"   90",,,
"USW00093846","2024-06-14","65","29.93","29.13","70","2.24","   62",,,"  240",,,
"USW00093846","2024-06-15","68","29.95","29.15","73","4.70","   62",,,"   60",,,
"USW00093846","2024-06-16","68","30.06","29.26","73","5.82","   63",,,"  110",,,
"USW00093846","2024-06-17","69","30.12","29.33","73","4.92","   68",,,"  160",,,
"USW00093846","2024-06-18","65","30.16","29.36","70","7.16","   64",,,"   70",,,
"USW00093846","2024-06-19","62","30.24","29.43","68","8.95","   59",,,"   70",,,
"USW00093846","2024-06-20","63","30.26","29.46","68","5.82","   59",,,"   80",,,
"USW00093846","2024-06-21","63","30.18","29.39","69","3.80","   59",,,"  110",,,
"USW00093846","2024-06-22","68","30.06","29.27","72","2.46","   65",,,"   90",,,
"USW00093846","2024-06-23","67","29.89","29.11","73","5.82","   59",,,"  280",,,
"USW00093846","2024-06-24","62","29.84","29.03","70","6.71","   46",,,"  300",,,
"USW00093846","2024-06-25","60","29.93","29.13","68","4.47","   47",,,"   40",,,
"USW00093846","2024-06-26","64","29.83","29.05","71","2.01","   53",,,"  270",,,
"USW00093846","2024-06-27","68","29.81","29.00","72","6.26","   65",,,"   80",,,
"USW00093846","2024-06-28","69","29.95","29.14","73","6.71","   69",,,"   90",,,
"USW00093846","2024-06-29","72","30.07","29.26","75","4.03","   70",,,"  310",,,
"USW00093846","2024-06-30","73","30.02","29.23","76","4.92","   68",,,"  320",,,
"USW00093846","2024-07-01","69","29.98","29.18","74","7.61","   64",,,"   90",,,
"USW00093846","2024-07-02","58","30.13","29.33","66","9.62","   50",,,"   70",,,
"USW00093846","2024-07-03","64","30.11","29.31","70","2.46","   57",,,"  260",,,
"USW00093846","2024-07-04","69","29.98","29.20","74","4.70","   61",,,"  270",,,
"USW00093846","2024-07-05","73","29.88","29.08","76","6.71","   73",,,"  330","    1",,
"USW00093846","2024-07-06","72","29.92","29.13","75","4.25","   73",,,"  120","    1",,
"USW00093846","2024-07-07","72","29.98","29.18","75","5.14","   79",,,"   50",,,
"USW00093846","2024-07-08","73","30.01","29.22","76","2.91","   77",,,"  150",,,
"USW00093846","2024-07-09","74","29.93","29.15","77","5.59","   70",,,"  250",,,
"USW00093846","2024-07-10","68","29.88","29.08","73","9.40","   64",,,"  260",,,
"USW00093846","2024-07-11","62","29.97","29.16","69","3.13","   58",,,"   70",,,
"USW00093846","2024-07-12","65","30.05","29.23","71","3.13","   57",,,"   90",,,
"USW00093846","2024-07-13","71","30.13","29.34","75","4.03","   66",,,"  190",,,
"USW00093846","2024-07-14","69","30.07","29.28","74","2.91","   60",,,"  320",,,
